corr	mae	rae	rmse	rrse	mape	r2
0.6904817483399581	153.3014037356342	0.7169617375276124	226.39303211419832	0.7318162727945882	14.841507941405697	0.46444494287303695
0.704042553346417	152.9034818026769	0.7151007317344404	225.47572497769912	0.7288510742486272	14.87621406230158	0.46877611156662224
0.7057968198086891	152.21058493542668	0.7118601838349061	225.78190925288496	0.7298408159953687	14.698564702982726	0.4673323833072145
0.6950703160933491	150.8551881630097	0.705521248891641	225.03256430270812	0.7274185558076114	14.479684407575608	0.47086224466676896
0.6958702451148263	150.4763007219038	0.7037492638250782	225.01568974209275	0.727364008731055	14.481289891879412	0.4709415988026898
0.6954148175582593	151.24025224718324	0.7073221209523081	226.60121415270464	0.7324892219664761	14.593153989956331	0.4634595397029464
0.6994345932073875	147.97009336463768	0.6920282049326975	223.8008666815413	0.7234370889138884	14.314774094982324	0.47663877838379876
0.6986716440231641	152.04956065069504	0.7111071036402562	225.40805002864326	0.7286323147377132	14.705558187714928	0.46909494991996215
0.7037939825309826	155.45356291280956	0.7270269798900668	228.54727608337802	0.7387798740039225	15.250765582352606	0.4542042977667484
0.700203737232868	153.35526604053632	0.7172136413639038	226.71075362590165	0.7328433086989622	14.857402509249917	0.4629406848951576
0.7075820869646295	154.7163136071906	0.7235790040055203	226.79670000156145	0.733121130660655	15.03156904773503	0.4625334077788428
0.7006398979248472	158.30283419715457	0.7403524840337493	229.37790186152682	0.7414648747540574	15.498170247571466	0.45022983950594986
0.6978650762514863	155.7958307385122	0.7286277019254549	227.50737776149566	0.7354183990199158	15.194407489183448	0.45915977838298394
0.7008311269276355	153.0544316023501	0.715806695463512	225.22382704550046	0.7280368132965793	14.947905103536453	0.4699623984849617
0.7010714111323493	158.29512967273104	0.7403164514268525	228.1819482266688	0.7375989504218304	15.467437962733547	0.4559477883366141
0.7024751981592064	151.49226701909188	0.708500746485717	225.12287591398632	0.7277104884087984	14.672590181258787	0.4704374450598281
0.7040986647296564	153.4057063620772	0.7174495412297378	226.3651115361073	0.7317260194276799	14.896816236323051	0.4645770324925226
0.7085825563740831	147.07626157799245	0.6878479223312693	222.33575027936024	0.7187010949893337	14.263010710346899	0.48346873606113283
0.7076407409998923	149.49929922512462	0.6991800121833525	223.15740112645847	0.7213570842432725	14.502343371914739	0.4796439570120443
0.6980129813128667	147.89891684466795	0.691695325779701	222.9385595979842	0.7206496782325614	14.174375515130041	0.48066404126330575
0.7068205162811263	151.21088148106801	0.7071847594214065	224.22282961000278	0.7248010855646704	14.687113976850691	0.4746633863642753
0.6853924997093284	152.19102349353506	0.7117686986623936	230.18655948481677	0.7440788633663239	14.663010127271805	0.4463466450914795
0.7029372500152359	148.38105695134308	0.6939502040795088	223.82618437483887	0.7235189284465443	14.345000430369367	0.47652036017956434
0.705909805381393	150.38431644597097	0.7033190707238346	223.41709793531547	0.722196555091556	14.531165574221976	0.4784321358138891
0.7086158862436588	153.25144245861134	0.7167280780625941	225.83090670990222	0.7299992004475575	14.924341667157668	0.46710116734592677
0.6960669043577847	148.28015846152928	0.6934783208820428	223.79589201448456	0.7234210082851258	14.29212527297395	0.4766620447717319
0.6992668702591125	151.40160311733757	0.7080767285253539	225.83412684798807	0.730009609555249	14.69785957401264	0.4670859699569929
0.7039354714931351	152.55807110923058	0.7134853110996694	225.90694829744072	0.7302450051468017	14.816918551679336	0.4667422324581476
0.6975669379616195	156.81395755989334	0.7333892889500571	229.48724562093597	0.7418183288410357	15.318444000583833	0.449705566995493
0.693420212660997	151.1185316435822	0.7067528566577606	225.3871034160636	0.7285646047388561	14.569812287857479	0.46919361672171445
