corr	mae	rae	rmse	rrse	mape	r2
0.7455966013052416	127.5524983599299	0.6496271828498094	167.16936886081058	0.6940866967429348	14.664622060491386	0.5182436574044813
0.7457255191608819	128.20408576183337	0.6529457292814483	167.45345850163196	0.6952662360432283	14.757344078678972	0.516604861018282
0.7393080785067977	129.1884859536677	0.657959297276123	173.95146825419113	0.7222459522154683	14.22846402061904	0.4783607845083715
0.743786087714434	129.34392482620098	0.6587509502673816	174.20222109716443	0.7232870772353465	14.175931490980501	0.4768558039043499
0.7436659527578616	130.24230916700742	0.6633264379758828	174.93196677960205	0.7263169790267882	14.240500430456288	0.4724636459774001
0.7419906420805494	129.342464221418	0.6587435113807849	173.72747783461594	0.7213159446938483	14.238192291152718	0.47970330793042115
0.7376766199146952	131.85072275330035	0.6715181174831897	178.90920893536037	0.7428304760199816	14.21441582839753	0.44820288389592755
0.7393585966103436	130.7665876248212	0.6659965976509785	177.12954340066833	0.735441310285258	14.174650192824444	0.45912607912590275
0.7412080416205767	128.628274168787	0.6551061285158815	170.7665618187582	0.7090222306552968	14.440595096327465	0.4972874764365871
0.7471960197791859	128.52487275510512	0.654579503244432	173.24754671961912	0.7193232722052082	14.069007661042331	0.4825740300639919
0.7437843856032146	130.29270640339274	0.6635831120129841	176.27304611246984	0.7318851362230713	14.118153092092815	0.46434414737573637
0.7414852569334403	132.36857304500865	0.6741555383919603	180.46219435377208	0.7492784666207766	14.145981989907808	0.4385817794584178
0.7433589915156498	127.53048467916642	0.649515066775233	168.21485723471764	0.6984275612019762	14.528348261115246	0.5121989417534598
0.7433139424590193	132.39914520859372	0.6743112429744559	180.25588991526013	0.7484218912372241	14.157995914966854	0.43986467271689667
0.743206109373541	129.28057465962928	0.6584283067223928	168.8667047301614	0.7011340299646203	14.804902487569871	0.508411072025571
0.7377230955532174	136.02220102669915	0.6927635318334471	186.08072785365266	0.7726066001421674	14.322097237534804	0.403079041416761
0.7393525082856832	129.9015256447868	0.6615908213290248	173.1971092775119	0.7191138561033055	14.418299305120334	0.48287526196023445
0.7382297880541429	129.4582695946049	0.6593333102425053	173.36041962511433	0.7197919201558514	14.33890218818566	0.4818995916783525
0.7417575061473551	128.9295644822057	0.6566406055354834	172.23001629333993	0.7150984890572882	14.333550846577896	0.48863415094798346
0.7429112130359178	130.56919736863304	0.6649912855034448	177.11029253890044	0.7353613807673987	14.107026795045593	0.4592436396758649
0.7440079087181286	131.85265061257044	0.6715279361053464	178.78083741756768	0.7422974778795461	14.169037647796925	0.4489944543336647
0.7410821978258543	129.6437529375041	0.6602779802651431	173.71551634201424	0.7212662806139718	14.298436029622074	0.47977495244928725
0.7333171774196201	131.37116642155644	0.669075728405639	169.69610951517856	0.7045777160383213	15.184787639982291	0.5035702420622228
0.7441397212838349	127.90228199621545	0.6514086372405022	169.5149492696903	0.703825539265573	14.40055238199296	0.5046296102775253
0.7388769797470879	130.97203755153026	0.6670429578463555	177.47495866169956	0.7368754733688874	14.201622780746115	0.45701453674737813
0.7367802926556035	129.38644824814148	0.6589675228249994	171.99192428257933	0.7141099317731646	14.450425292006905	0.4900470053429262
0.7424752272313787	130.81621418359504	0.6662493466130555	176.58303340840268	0.7331722025064012	14.200580996018159	0.4624585214719126
0.7434465860917521	127.75212577626407	0.6506438888944593	168.65553146027102	0.7002572392084104	14.513684629747573	0.5096397989362151
0.7457030090139882	128.6206344600206	0.6550672193408553	166.7187958658173	0.6922159190767413	14.923424263743904	0.5208371213767423
0.7412027319600478	133.34840544255187	0.6791458425276332	181.46091663111022	0.7534251583931095	14.22791131342334	0.4323505307003178
