corr	mae	rae	rmse	rrse	mape	r2
0.8119683999145786	118.17541302723859	0.6018695175249867	152.07956155734374	0.6314338640073435	14.160079239817605	0.6012912753847557
0.7913642562852465	117.8865942209556	0.6003985581169614	156.89782041381585	0.6514392597118979	13.383913898847997	0.5756268909060145
0.7893576477186027	121.03689275108407	0.6164430855513701	157.29200629864866	0.6530759182730371	14.005327362570311	0.5734918449718294
0.7927927480619194	116.5422585618683	0.5935518322727283	156.8934928031603	0.6514212914859893	13.225537482715927	0.5756503009987258
0.7851856285259565	123.62525251297075	0.6296256486680206	157.81064849607128	0.6552293190548532	14.621174422842142	0.5706745394509134
0.7748075579865847	119.68046095453151	0.6095347538600862	158.01309982036454	0.656069896320219	13.809853480255663	0.5695722911423771
0.7952087401370667	120.24859616485254	0.6124282767695094	155.7909644613092	0.6468435972584177	14.073235718623975	0.5815933606857899
0.7822334955131967	117.94841279314969	0.6007134012240632	156.38804177243566	0.6493226603870522	13.481379079273518	0.5783800827078809
0.8002147659698973	118.43846227645724	0.6032092321124538	152.5099958165954	0.6332210257057149	14.130834192990726	0.5990311326042023
0.8000195722873217	112.79626703812863	0.5744734296398033	154.1292420424984	0.6399441309720049	12.539328372894099	0.5904715092344854
0.7943938757770963	116.44874709279185	0.5930755766681627	151.83139527262887	0.6304034783692657	13.83316810634487	0.6025914544599307
0.7697074463284476	121.47865189413359	0.6186929728627703	160.78852717028067	0.6675934619978356	13.834837432430511	0.5543189694977444
0.774830072504748	123.04829172748681	0.6266871769445496	160.29818248183207	0.6655575523847886	14.164711068010472	0.5570331444635694
0.7918682196686357	119.73163647985353	0.6097953917368292	156.85505419079445	0.6512616944876503	13.890883918014463	0.5758582052930745
0.7814797915783628	122.12158327597685	0.6219674340275684	157.4567254621108	0.653759831724627	14.284660547112782	0.5725980824233874
0.7887871537262563	118.47221951468572	0.6033811583377581	155.85525570348386	0.6471105342948773	13.685887321361307	0.5812479564045985
0.778245253476808	121.61012197967045	0.6193625523880206	158.8799740251805	0.6596691553077512	14.089127484012728	0.564836605535558
0.7933798616562763	114.49894238828445	0.5831451860166036	154.2219942712148	0.6403292379355834	12.962789607533542	0.5899784670448349
0.7844316563196803	121.16247003034975	0.6170826529076213	158.27021464323542	0.657137436260737	14.025156654606045	0.568170389864666
0.7880289983646456	123.35159541582978	0.6282319081190829	157.28857789483104	0.6530616835511076	14.73732745579946	0.5735104374773929
0.7949779137777577	119.38626626502588	0.6080364149815044	155.2496889196862	0.6445962229022602	13.989358670725563	0.5844957094201397
0.7942847798346871	120.41692692097881	0.6132855883572504	154.97525028037697	0.6434567545300646	14.30247234820324	0.5859634050496363
0.7879044531829917	116.31098726782163	0.5923739633861338	157.29050889573617	0.6530697010608272	13.080538487542897	0.5734999655563219
0.7955663348790896	114.89961623030446	0.5851858251462158	156.64290550166982	0.65038085379383	12.789036530941456	0.5770047450184087
0.7937223986845462	118.926717053046	0.6056959225270412	155.91612612155782	0.6473632680803681	13.810000272373282	0.5809207991403054
0.787922694252305	119.33046182575025	0.6077522019622121	156.78201527083934	0.6509584371204018	13.79878153130539	0.5762531131417639
0.7998303899866873	118.50693250579043	0.6035579522297602	154.5313057862487	0.6416134983787343	13.886566711092375	0.588332118698202
0.786386437385045	123.48010674269426	0.6288864186328612	157.5440841284068	0.6541225446339026	14.689148225522308	0.5721236966016681
0.7895868197266251	116.9408553953663	0.595581893160344	154.91342884063127	0.6432000721055667	13.469704349519557	0.5862936672433938
0.7923764943834231	118.17991064901722	0.6018924239941122	153.25029832865297	0.6362947594207258	14.068075789283933	0.5951289791337206
